tweet_id,tweet,sarcastic,rephrase,dialect
,سنة أغسطس بيكون فيها فجوة زمنية مجهولة الأيام بتبقى تصاعدي ليوم 15 وترجع تنازلي تاني ليوم 15,1,شهر اغسطس يبدو طويلا جدا,nile
,تشرق واحنا فى القصور وتغرب واحنا فى القبور,1,اى ان الدنيا ليست مضمونه,msa
,وزارة الصحة تقلب بيوت الشعب من اجل سبوبة كورونا,0,السبوبه خلصت الناس روحت من الساحل وصرفو فلوسهم خلاص .. نرجع بقي ندور ع سبوبه الشتاا عشان ده اكل عيش ياعمنا,nile
,حاض هتجوز بسرعة,0,حاضر ماشي هتجوز بكرة خطوبة وبعد بكرة هتجوز,nile
,يعنى مهما تروح اى مكان بردو لا مفر مش هتعرف تهرب من خيباتك,0,عارف لما تكون لوحدك بالليل وتحس أن فى خيال وراك وتلف ومتلاقيش حاجه دى بختك اللى ملازمك فى كل حته,nile
,"الشخص غير جميل أو قبيح"" بنظر المتحدث""",0,القرد بعين أمه غزال,nile
390.0,بيكرهني ف الفنالات الحمالات بسبب جوزي قاعد بيها طول الوقت,0,الفنلات الحمالات دي بقيت بموت فيها بسبب جوزي قاعد بيها ليل نهار,nile
438.0,بنت جميلة زى الفشدة,0,قشدة يابت تسلم البقرة اللى خلفتك,nile
,فى ناس تقعد تتكلم معاك وبعدين تروح تتكلم عليك من وراك,0,فى ناس زى النسكافيه ثلاثة فى واحد يتكلموا معاك وعنك وعليك,nile
735.0,البنت دى مش محترمة,0,البنت دى عاملة فيها خضرة الشريفة,nile
,فيه ناس مبتفهمش,0,وهناك من يمشي بثلاث فردات من الأحذية اثنتان في رجليه، وواحدة في رأسه,msa
,فري فايرلعبة وحشة,0,فري فاير فاكرة نفسها احسن من ببجي,nile
,صوته وحش مثل السرسجية المتصدرين الغناء,0,والله صوته جميل لا تقول حمو بيكا ولا حسن شكوش,nile
473.0,بيحصلنا حاجات كتير محتاجة فلوس الا اننا ناخد فلوس,0,لقد مرت علينا كل الظروف الا الظرف اللي فيه فلوس,nile
354.0,مروان أسطوره كروبه تستحق أعتزال كره القدم,1,مروان لاعب لا يجيد لعب الكرة اصلا,nile
,اشتباه بوجود مؤامره,0,شامم ريحه مؤامره,nile
,خاف من سرقة منزله فباع كل أثاثه هههههههههههههههههههههههههههههههههههههه,1,لم يفكر في حماية منزله بل اعتمد حلا غريبا و غير مقبول,msa
,مورينيو: كرة القدم للرجال على لاعبي أرسنال التوقف عن البكاء,1,لاعبي ارسنال لا يلعبون بشكل جيد,nile
,محدش شاف ترامب يا جدعان ؟ أصله كان بيقول انه متفوق على بايدن في الاصوات,1,ترامب كاذب,nile
515.0,هرقص بس الرقص عيب,0,هاروح اتحزم وأجيلك:slightly_smiling_face:أحلى من الشرف مفيش,nile
,سخريه من محمد صلاح والصاق امور خياليه به للسخريه ,0,شاهد ابو صلاح يحمل عجوز ويعبر بها الشارع الله على اخلاقك يا فخر العرب,nile
105.0,عامل فيها بطل وهو بتاع بليله,1,غلبان في حاله وعامل فيها شجاع,nile
,"لإَ تنخدُع في منظر إَلنإَسُ يإَخۉۉڪْ شف إَلبحَ‘ـِـِر .. شڪْلـہۧ حَلۉ بسُ .........  مإَلح .!""",1,متتخدعش بالمظاهر,msa
,الرجل الذى ينجب اولاد فقط ولا ينجب بنات عندما يموت لا يتم الصراخ والعويل علية فماحدش بيعرف انه مات امتى,0,يلي مالو بنات ما حدا بيعرف امتى مات,levant
,لازم تفكر في الأمر,0,زواج ليلة تدبيرتو عام,magreb
268.0,مايقهرك إلا الصراف يوم تسوي كشف عن الرصيد يطلع الرصيد فاضي ويقولك اذا كنت تريد عمليات اخرى,0,"مايقهرك إلا الصراف يوم تسوي كشف عن الرصيد يطلع 0,26 ريال ويقولك : هل تريد إجراء عملية اخرى ! يعني وش بتعطيني علك طلع البطاقه طلعت روحك",gulf
580.0,على قد ايدينا و ماحدش ليه خير علينا,1,ماشيين بستر ربنا علي اد حالنا ومش مستنيين مساعدة من حد,nile
620.0,متتدخلش فى اللى ميخصكش,0,وانت مالك اهلك يسطا بالموضوع,nile
,الناس اللى بتتحجج بالظروف ومش بتحاول حتى انها تجتهد او تسعى فالحياة,0,اللي متعرفش ترقص تقول الارض عوجة,nile
274.0,يعنى مهما تروح اى مكان بردو لا مفر مش هتعرف تهرب من خيباتك,0,عارف لما تكون لوحدك بالليل وتحس أن فى خيال وراك وتلف ومتلاقيش حاجه دى بختك اللى ملازمك فى كل حته,nile
,كان كورونا بدا في تونس راو اللي يمرض يهزولو حارتين ياغرت و يطلو عليه رانا انقرضنا,1,الحمد لله أن انتشار المرض بدأ في دولة متقدمة,magreb
,حارتنا ديقة ومنعرف بعض,1,أتكذب علي وأنا أعرفك جيداً.. على من تكذب!!,levant
569.0,اخوها ياسمين دا عامل زي الست اللتاته ال محدش طلب منها تتكلم ولا تقول رأيها,1,ياريت اخو ياسمين عبد العزيز يبطل يتكلم عن اخته,nile
,شهر سبتمبر عدى منها خمسة عشر يوم فى ثلاث ايام فقط ياريت كل الشهور تتعلم منه,1,شهر سبتمبر عدى بسرعة,nile
,السنه الدراسيه الجديده هتبتدي والامهات كلها مبسوطه وابناؤهم,1,السنه الدراسيه هتبتدي والطلاب والامهات مش مبسوطين خالص,nile
112.0,السنه الدراسيه الجديده هتبتدي والامهات كلها مبسوطه وابناؤهم,1,السنه الدراسيه هتبتدي والطلاب والامهات مش مبسوطين خالص,nile
224.0,الحضري السد العالي,1,الحضري حارس مرمى قوي,nile
,كده كده يا زمالك الدوري في الجزيره 	 عامل فيها بطل وهو بتاع بليله,1,ان الزمالك فريق ضعيف لا يجيد المنافسه,nile
,محمد صلاح شخص خارق,0,محمد صلاح لديه خياشيم ويتنفس تحت الماء,msa
545.0,رياض محرز لبس لتايلور الحجاب الله على أخلاقك,1,رياض محرز مسلم وزجته لا تستر نفسها فى لبسها ,magreb
,شد عليه السفون,1,انس امر ذلك الشخص,nile
94.0,السبع جاب السبوعة,1,خارج عن ابوك,magreb
,الوقت الحلو مش بيتعوض,0,عيش حياتك واستمتع بيها ساعه الحظ ما تتعوضش,nile
676.0,النادي الاهلي غير شريف,0,النادي الاهلي اشرف نادي في الكون,msa
,النادي الاهلي غير شريف,0,النادي الاهلي اشرف نادي في الكون,msa
,تفكر روحك ذكي,0,راك تفكر روحك اديسون,magreb
,شفتك وأنت ماشي قلبي اتحيّر قلت: ده غزال ولا عجل صغير,1,الشخص لي يمشي و يتمايل يبقى يشبه للحيوانات,nile
46.0,يا نهار ابيض ايه التور ده..محدش يلعب جنبه,1,ده لاعب قوى,nile
482.0,شوقي غريب لا يصلح,0,بلاش شوقي غريب والنبي مش ناقصه مرض والله,nile
,طاجن محمد طاجن بيبدع ف الملعب,1,طاهر محمد طاهر هو لاعب الاهلي المصري,nile
663.0,شفتك وأنت ماشي قلبي اتحيّر قلت: ده غزال ولا عجل صغير,1,الشخص لي يمشي و يتمايل يبقى يشبه للحيوانات,nile
305.0,متفكرش نفسك قوى أوى وانت مش كده,0,حاسب روحو عنتر زمانو   ههههههههههههههههههههههههههههههههههههه,magreb
,فاكر نفسه ليدافع عن حقوقنا,0,ده فاكر نفسه عمرو موسى,nile
,حتى المثل اتقلب دلوقتى ل امشى عدل يحتار عدوك و صديقك فيك,1,محدش بيحب الخير لحد,nile
,احنا تفوقنا علي امريكا بالاهتمام باولادنا في الخارج,1,الإهمال الشديد للحقوق المواطنين فى الخارج,nile
,دق الطاسه تجيك ألف رقاصة,1,الفضايح بتلم الناس عشان تعرف الخبر,levant
267.0,الشب طويل,0,هالشب أطول من يوم الجمعة,levant
,هى قبيحة ومحدش هيتحرش بها,0,وجهها مثل الركبة و تقول تحرش :face_with_tears_of_joy:.,gulf
,الطفل المصري مش ذكى,0,الطفل المصري اذكى طفل فى العالم,nile
,المرتبات الصغيره لتصنع من الإنسان راجل قادر على تحدى الصعاب,0,المرتبات الكبيرة دى بتاعت العيال التوتو أما صراع البقاء على قيد الحياة لاخر الشهر ده للرجالة,nile
,البنت اللي تركت حبيبها صار عندها حبيب سابق,0,البنت اللي تركت حبيبها صار عندها الX .. بقي ناقصها الايفون,levant
318.0,التطور هي اسطورة مزعومة لأن الخالق هو الله وخلقه على حالته هذه ولا يتطور,0,ظهور جزء جديد في ذراع الإنسان تصريح طبي جديد ده يعني الدراع بينبت نسقيه,nile
,البنت دى مش محترمة,0,البنت دى عاملة فيها خضرة الشريفة,nile
494.0,اللي ياكل ببلاش لايكفيه شئ,0,اللي ياكل ببلاش ما يشبعش,nile
,طالما البرص مشفش الشبشب هيفضل فاكر نفسه تمساح,1,طالما المغرور محدش وقفه عند حده هيفضل يتمادي في الغرور والتكبر,nile
,الأيفون غالى ومش هعرف أجيبه غير لما موديله يقدم,0,الحمدلله ايفون 8 كدا سعره هينزل ابقي اجيبه بقي,nile
,انه بيسلم ويقدر اى راجل بيقف معاه,0,صبح على اى رجوله ومسي على كل الناس,nile
,ويندوز احسن نظام تشغيل بالدنيا,1,ويندوز نظام تشغيل سيء,levant
727.0,الولد شاطر زى ابوه,0,ابن الوز عوام,nile
,الي يعملك مشاكل شيله من حياتك,0,الباب الي يجيلك منه الريح شيله وركب قبنوري,nile
,من يبحث عن امرأة طيبة وذكية وجميلة يبحث عن ثلاث نساء,1,لن يتوفر الطيبة والجمال والذكاء فى إمرأة واحدة لابد نمن ثلاث نساء,magreb
236.0,كان ديكان يعيشان في سلام حتى ظهرة دجاجة,1,معضم المعارك و الحروب كانت بسبب انثى,msa
,كل الى فات حماده وكل الى جاى حماده تانى خالص,1,الوضع الجديد مختلف عن الوضع القديم,nile
,بنت جميلة زى الفشدة,0,قشدة يابت تسلم البقرة اللى خلفتك,nile
,كل الناس بتدخل فى حياتى,0,اسمحلي أتدخل فى اللى ماليش فيه انت يستأذن ياجدع اتفضل ده كلهم جوا,nile
654.0,انا مش بذاكر خالص,0,انا استحق جائزة الاوسكار في المذاكرة دا انا بذاكر ساعة في الشهر,nile
,المدرب طلب من الاعبين تفادي صبغ الشعر بالون الأصفر,0,قال للاعبين ما تقابلونيش كي المخطوبات,magreb
,رياض محرز لبس لتايلور الحجاب الله على أخلاقك,1,رياض محرز مسلم وزجته لا تستر نفسها فى لبسها ,magreb
,ليس معنى أنى أشرب  القهوة على دائما  أنى سأكون منتبه,0,استمرارية القهوة لا تعنى حتمية الفوقان,nile
,اصدارات ايفون متشابهة وليس بها جديد ويختلف الاسم كل مرة والسعر يزيد,0,عارف سعر ايفون اكس بكس فيكس شيكس كام,nile
,النساء هن بعد الصحافه افضل وسيله لنقل الاخبار,1,حديث النساء بينقل الأخبار بسرعة,magreb
125.0,اللص لا يمين له,0,قالوا للحرامي احلف قال جاك الفرج,nile
,البنات المصرية بتبالغ في مهر الجواز ومصاريف الجواز عموما,0,و سعاد حناكة هنا عايزة 100 الف جنيه مهر,nile
243.0,يوم القيامة يوم الجممعة الجاية,1,دي نهاية العالم,nile
,ياعم رمضان صبحى يغور َوجوده زي عدمه,1,رمضان صبحي لاعب فاشل ووجوده مثل عدمه,nile
,سنة  2020 سنة حصلت فيها كوارث كتيرة,0,سنة 2020 فاضلها تنين مجنح وتقفل علي كدة,nile
,مابقاش فى حاجه بقت يتلفت انتباهى,0,وعرفت ازاى انك فقدت الشغف مابقاش عايز اجيب السياره الراقصة,nile
150.0,اللي مستني امل قوله أمل اتمسكت علي الدائري,1,مفيش أى أمل فى أى حاجة,nile
172.0,أحنا خرجنا من مرحلة وغي المواطن لمرحلة جدعنة الفيروس,1,الدولة فشلت فى السيطرة على عدم إنتشار الكرونا,nile
207.0,الموضة دلوقتى نغطي من فوق ونعري من تحت,0,دي موضه وقولنا عااادي بس بس تقفلوا البلكونه وتفتحوا البدروم ينفع ....,nile
,بغا يعاون صدق مخسرها,0,جا اشمو و هو ياكلو :grinning_face_with_smiling_eyes:,magreb
,يوم القيامة يوم الجممعة الجاية,1,دي نهاية العالم,nile
538.0,النادي دا فاشل ومش بيتقدم,0,النادي دا أصيل جدا طول عمره ف مكانه,nile
348.0,هو فاهم كل شىء ومش مبين,0,ده عامل نفسه عبده العبيط :grinning_face:,nile
,لو مش عاجبك طبعى روح اطبع عند غيرى,1,لو مش عجبك اسلوب وطريقتى فى الكلام امشى وروح لغيرى,nile
,ديه فاكره نفسها هيفا وهبي,1,فاكره نفسها جميلة وهى لأ,nile
401.0,سلاما على من احبونا رغم عيوبهم قصدك رغم عيوبنا لا احنا مابنغلكش,1,محدش بيعترف بغلطه أو بعيوبه للاسف,nile
,فاكر نفسك شيكابالا,1,انت مابتعرفش تلعب,nile
,تسلم النحلة اللى جابتك ياعسل,1,بنت حلوة,nile
,الولد شاطر زى ابوه,0,ابن الوز عوام,nile
271.0,ماتاكلش دماغي أنا مش ناقص,1,متزعجنيش أنا مشغول,nile
,يوسف الشريف محترم وأخلاقه عالية,0,يوسف الشريف مش بيحضن ف المسلسلات ، شابوه يوسف الشريف,nile
,بلاش حكايه محدود الدخل هي بقت معدوم الدخل او محروم الدخل,1,كلمة محدود الدخل اصبحت غير ذات معني لان الأمر تجاوز ذلك,nile
712.0,الجزائر الجديدة هي نفسها الجزائر القديمة,0,كي نبعثلك ميساج من الجزائر الجديدة من وين ترد عليا ههه,magreb
550.0,حازم إمام لاعب ضعيف,0,رمضان بيه بيحب يقف على الكوره عندكو حد عيوطه والا نجيب حازم امام,nile
,زي النهارده من سنة ، محمد صلاح كان بيجي معسكر المنتخب يشتغل صلاح محسن,1,محمد صلاح كان بيضحك علي صلاح محسن ويقوله هاخدك ليفربول,nile
,الاهم من انك تواصل السعى أن يكون ليك حد تقيل شغال فى حتمية الوصول,1,يعنى من الاخر لازم يكون عندك واسطه او حد يسندك عشان توصل لاخر القمة,nile
,مش يستاهل حاجة قيمة,0,يعطي الحلق للي بلا ودان,nile
,يسخر من الناس وكله عيوب,0,كل يوم رايح جاى يسخر من الناس وهوه مسخرة,nile
625.0,الخوازيق فى حياتى زى المناديل اسحب واحد يطلع التانى,1,كل شويه منغصات لحياتى مش بعرف اخد نفسى,nile
,انا عارف ان الشخص ده مش هيعدي الامور بسلامة,0,انا عراف ان الشخص ده مش هيجيبها البر,nile
,هي حلوة اه بس تبقى حلوة من غيركم لأنكم ضيقتم علينا عيشتنا ربنا يضيقها عليكم دنيا واخرة,1,البلد حلوة بس من غير الحكومة,nile
40.0,حتى المثل اتقلب دلوقتى ل امشى عدل يحتار عدوك و صديقك فيك,1,محدش بيحب الخير لحد,nile
726.0,صوته وحش مثل السرسجية المتصدرين الغناء,0,والله صوته جميل لا تقول حمو بيكا ولا حسن شكوش,nile
,الليمون اللى هتعسره ع نفسك بكام,1,انت متسحمل الكلام اللى بيتقال دا ازاى,nile
507.0,لمآ ترمي شيء من بعيد ويدخل بآلزبآلة تقعد تنآظر آللي جنبك النظره الاحترافيه,1,لمآ ترمي شيء من بعيد ويدخل بآلزبآلة تقعد تنآظر آللي جنبك وكانك لاعب كرة سلة محترف,nile
,هو فاهم كل شىء ومش مبين,0,ده عامل نفسه عبده العبيط :grinning_face:,nile
,إذا لم تضحك لك الحياة دغدغها وستضحك غصبا عنها,1,ان لازم تعدي المشاكل ومينفعش نفضل عالطول زعلانين فنجبر الدنيا تضحك عشان نضحك احنا,msa
,شوية فشلة وتافهين ليه أخبارهم متصدرة الأخبار,0,شوية سرسجية مع بعض احنا مالنا نشوف خبر زى دا !!,nile
,و ده الزمالك اللى منيم أفريقيا من المغرب بس هو مجهد شويه,1,و ده الزمالك اللى فاشل فى افريقيا ويخسر كثيرا,nile
,شايف نفسو جامد وهو غير كدة بس مش واخد بالو,0,انت واخد في نفسك مقلب,nile
586.0,بيقولك موجة كورونا الجاية بقت معوية يعني هنلبس بدل الكمامة بامبرز,1,موجة الكرونا الجاية هتبقي معوية وتسبب إسهال,nile
708.0,خاف من سرقة منزله فباع كل أثاثه هههههههههههههههههههههههههههههههههههههه,1,لم يفكر في حماية منزله بل اعتمد حلا غريبا و غير مقبول,msa
,ده عاملى فيها ابو العريف,1,ده غبى لكن فاهم نفسه عارف كل حاجه زى ابو المعرفة,nile
,من كتر فلوسك تسلف بنك,1,بتتكلم وكأنك معاك فلوس كتير وأنت معدوم,nile
,ماتاكلش دماغي أنا مش ناقص,1,متزعجنيش أنا مشغول,nile
,الحب في القلب زي عضة الكلب,1,لا تحب حتى لاتتالم,nile
548.0,كريمات كريمات كريمات وداعا للتجعيد,1,لا يوجد كريم نافع لإزالة التجاعيد,nile
,مغرورة وانانيه وبتعرف كل حاجه,0,فاكره انه مفيش منها اتنين وبتعرف المستخبى,nile
,الطفل المصري مش ذكى,0,الطفل المصري اذكى طفل فى العالم,nile
685.0,هي اجى صاحبك,1,هي اجى الي بتكرهه,levant
,ضبط شخص بدبلوم انتحل صفة طبيب بلد مافيش حد فيها بيشتغل بشهادته,1,شخص ينتحل صفة طبيب ويفتتح عيادة فى بلد فاشلة ضاعت فيها الرقابة ,nile
,الناس اغبيا عشان لو خدوا اللقاح مش هيجيلهم كورونا,0,الناس خايفة من كورونا والاذكيا مش عايزين ياخدوا اللقاح,nile
36.0,تغير نظرة الحكومات و الناس عن الشخص اللي مبيتحركش من بيته بسبب الكورونا,0,2019: كسول ومش مستفيدين منه حاجة 2020: مواطن واعي ومسؤول,nile
421.0,الاهلى والزمالك دايما يناقروا فى بعض ناقر ونقير,1,الاهلى والزمالك فريقان منافسان دائما,nile
194.0,خسارة منتخب جيبوتي ٨-٠,0,غدوة نشاء الله نوض على جيبوتي تاع صباح,magreb
,المبالغة فى مدح حكيم زياش والصاق أمور خيالية به,0,حكيم زياش ينقد عصفور من التحليق في السماء,msa
,الاهلى والزمالك دايما يناقروا فى بعض ناقر ونقير,1,الاهلى والزمالك فريقان منافسان دائما,nile
,انت فاشل في الدراسة,0,جايب 5 من  10 في الامتحان ده انت تيجي تذاكرلنا بعد كدة,nile
,لا اهتم بالتليفونات ولا يشغل بالي هل لأني لا املك المال؟,0,هو انا الوحيده إللى مبهتمش بالتليفونات ولا عشان انا شحاته مبشغلش بالى,nile
,دا عامل فيها ابو العربى,1,دا شخص مبالغ جدا,nile
225.0,اكفى القدر على فمها ..تطلع البنت لامها,1,البنت تشبه امها كثيرا وتتميز بها,nile
,ماشالله حسام البدري اللعيبه اللي من دهب معاه تراب,1,حسام البدري مدرب فاشل,nile
,بتاكل كل الااكل اللي علي الصنيه وف الاخر تقول ماكلتش,0,خلصت الاكل كله وف الاخر هفتانه,nile
34.0,الفنانين وحشين من غير مكياج,0,اللى يشوف الفنانين من غير مكياج يلطم,nile
,هو مركب فى رجله عجل بجرى وراه من لاحق احصلة,1,ده سريع أوى مش لاحق أحصله,nile
,ان الشخص مش كويس علشان كده محدش عايزه,0,لو كان فيه الخير مكنش رماه للطير,nile
173.0,ده عاملى فيها ابو العريف,1,ده غبى لكن فاهم نفسه عارف كل حاجه زى ابو المعرفة,nile
,اللي تعرف ديته اقتله,1,حاول ان تجد نقاط ضعف خصمك,nile
653.0,انت اصلا من بنها يبني شوف انت رايح فين,1,انت مش من هنا,nile
,ايش تعمل الماشطة فى الوش العكر,1,انت وحش ومهما لبست حلو برضه مفيش فايدة,nile
,ربنا ياخدك,0,روحى الهى وانت جاى يصدمك تورماى,nile
261.0,بنات لبنان قمرات لازم أتجوز منهم ,0,برضك هنتجوز تاني من بتوع لبنان هات اربعه يبني من بيروت,nile
,السعاده مكتمله بكل شئ فى وجود الاحباب,0,الماء والخضره والوجه الحسن,nile
,ليلي طاهر والله افتكرتها ماتت سبحان الله ... انتي ليسه عندك شروط كمان,1,ليلي طاهر كبرت أوى ولسه تريد العودة للتمثيل بشروط,nile
,ده غبى فاكر نفسو بيقول افهات زى يونس شلبى,0,ده فاكر نفسو يونس شلبى,nile
,خاين جدا الاعب اللي يسيب ناديه علشان الفلوس ويروح نادي تاني اقل منه,0,لاعب كره مخلص يسيب النادي بتاعه ويروح نادي اصغر علشان المرتب اعلي,nile
428.0,نادي الزمالك هيجي السنة الجاية ويخسر برضو,0,شيكابالا : لا تبكي ياابن شرقي سنعود العام القادم ونبكي جميعا,nile
596.0,وتبغى زيادة بحبك...أجيب لك قلب ثاني منين؟,1,بحبك كتير جدا وحبك يملا القلب,gulf
,اللي بيته من إزاز ميحدفش الناس بالطوب,1,شخص معيوب وبيعيب على الناس بعيوبه ومش واخد باله انه معيوب,nile
,حارس المرمي يشعر بالملل مع خمسه أخرون,1,حارس المرمي لا يتعرض لأى فرص او تسديدات من الفريق المنافس,nile
,ديل الكلب عمره ماينعدل لو علقوا فيه قالب,1,اى ان الطبع غلاب,nile
,هيورينا ايام اسود من قرن الخروب,1,هيورينا ايام صعبة وشديدة,nile
,متفكرش نفسك قوى أوى وانت مش كده,0,حاسب روحو عنتر زمانو   ههههههههههههههههههههههههههههههههههههه,magreb
,الشب طويل,0,هالشب أطول من يوم الجمعة,levant
,منين ممثله محترمه ومنين ربنا يتوب عليها من التمثيل (المحترم )!!,1,ربنا يتوب على الممثلة دى من التمثيل كان التمثيل ذنب يجب التوبه منة,nile
443.0,محوشتش اي فلوس ولا عملت اي حاجة لمستقبلي,0,لول انا  مكنتش عامل حسابي  اعيش لحد دلوقتي :face_with_tears_of_joy:,nile
,لسانك حصانك صنه,1,اللسان هو الذى يحفظ للإنسان كرامتك وما تقوله هو ما يحفظ أو يهدر كرامتك,msa
491.0,لو مش عاجبك طبعى روح اطبع عند غيرى,1,لو مش عجبك اسلوب وطريقتى فى الكلام امشى وروح لغيرى,nile
,موهبة مظلومة بس تستاهل لأنها سيئة,0,موهبة مظلومة تستحق الظلم أكثر,msa
,اقسم بالله انتوا شعب بتحبوا الشو دي سمكة تونه,1,شعب يحب التفاهة والشو الأعلامي,nile
,الحديث قياس فيه الفضة و فيه النحاس,1,لسانك ترجمان قلبك,magreb
721.0,كل شخص له طريقته الخاصة فى التصرف فى الأمور,0,كل شيخ وليه طريقه وكل معجن وليه كيال,nile
,الدنيا بدون اخوات بنات لا يمكن العيش فيها مثل الشارع غير الممهد بالزفت,0,الحياة بدون أخت متل الشارع بلا زفت,levant
555.0,بقينا فى زمن النسكافيه هو الحاجه الوحيده اللى بوش واحد,1,يعنى احنا فى زمن البشر فيه بكذا وش,nile
263.0,فاكر نفسك عبقرى,1,أنت مبتفهمش,nile
738.0,زي النهارده من سنة ، محمد صلاح كان بيجي معسكر المنتخب يشتغل صلاح محسن,1,محمد صلاح كان بيضحك علي صلاح محسن ويقوله هاخدك ليفربول,nile
,بدلا من صرف الأموال على البروباجندا اصرفوها على الفقراء,0,ساعدوا اللي مش لاقين ياكلوا الاول,nile
637.0,ان الامتحانات لازم تتعمل,0,عدد الحالات 3890 -- الكلية : خلاص بقي ينزلوا الكلية بعد العيد يمتحنوا قبل ما يموتوا,nile
540.0,فاكر انة هيعرف يخلص الشغلانة بسرعة .. موت يا حمار !!,1,مش هيخلص الشغل بسرعة وهيطول فيه جدا,nile
,لسانك حصانك صنه,1,اللسان هو الذى يحفظ للإنسان كرامتك وما تقوله هو ما يحفظ أو يهدر كرامتك,msa
,حارس المرمي يشعر بالملل مع خمسه أخرون,1,حارس المرمي لا يتعرض لأى فرص او تسديدات من الفريق المنافس,nile
,ياويلكم ياويلكم ب برنس الفصول وفخر المناخ وهبة ميل الأرض عن محورها,1,الشتاء قادم وهو افضل فصول السنة,nile
530.0,حرام اخدت اللقاح وجاتلى كرونا بسببه,1,لقاح فاسد,nile
,هي اللي فالصوره دي عامله مظاهره عشان تتجوز ياخي من بختنا الأسود,1,بنات لبنان القمرات عندهم عنوسة وعندنا الفتيات يتمنعن,nile
,انك تتحدث ولا تفعل,0,أسمع كلامك أصدقك أشوف أمورك أستعجب,nile
611.0,بغا يعاون صدق مخسرها,0,جا اشمو و هو ياكلو :grinning_face_with_smiling_eyes:,magreb
511.0,الانسان حر مالم يضر,0,مكسح طلع يتفسح قال بفلوسه,nile
444.0,ايوة عارفه بيزيل الصداع ويجلب الحبيب واكل الزبيب ورد المطلقة والعيشة السفلقة وكفته بالبهارات وانت اقوي م المخدرات,1,اغلي بهارات في العالم الزعفران الكيلو يصل لـ 70 ألف جنيه,nile
,لا تصلح للتمثيل ومتصدرة بالمهرجانات,0,فشلت في التمثيل ومقضياها فساتين ومهرجانات يارب ربع حظها,nile
,الل ياخد المقصد بدون نية الهي تركبه جنية,1,ربنا يأذيك لوظنيت فينا ظن سئ,nile
,بلاش حكايه محدود الدخل هي بقت معدوم الدخل او محروم الدخل,1,كلمة محدود الدخل اصبحت غير ذات معني لان الأمر تجاوز ذلك,nile
,نفسي اعرف بنت و اقولها كام المهر تقولي يا رجاال عيب مو بينا,1,نفسي أتزوج بدون ما أدفع مهر,gulf
,الاغنية بتشجع علي الاستقلالية ليا وللبنات,0,انا كل ما اسمع الاغنيه الجديدة لامال ماهر ببقي عايز اسيب البيت والم هدومي ف كيسه بلاستيك,nile
,هم يزعلون لازم ( تقدر ظروفهم ) انت تزعل عيب انت جدار شفيك نسيت,1,الست من حقها تزعل لكن الراجل مش من حقه,gulf
562.0,الطالب الفاشل هو الطالب الذي يمكن أن يكون الأول على فصله، لولا وجود الآخرين,1,الطالب الفاشل مش هيبقى فاشل لو كان وحده فى الفصل,nile
,مفيش حد بصاحب حد بجد الناس كلها بتخون بعضها,0,يا عم أصاحب مين ده عشري باع ابراهيم,nile
,لي يشجع أرسنال ما عندوش ضغط قبل الماتش هههه,1,لي يشجع أرسنال عارف بلي خاسر خاسر يتفرج بلا ضغط,magreb
,زيت الزيتون فيه منافع لكل داء,0,زيت الزيتون يشفي كل شيء حسب جداتنا,magreb
,الشحات له نص البلد يا بلد,1,الشحات بياخد من كل الناس يعني معاه اكتر منهم,nile
,البنت دى جامده الله عليكى قمر 14 يابنتى,1,بنت جميلة فى القاعة,nile
,اكفى القدر على فمها ..تطلع البنت لامها,1,البنت تشبه امها كثيرا وتتميز بها,nile
,الكويت احسن من مصر في كل حاجة ولكن مساحتها صغيرة,0,احنا اينعم حالنا زفت ومفيش صحةولا تعليم ولاقضاءولااقتصاد قوي بس ثانكس جود مساحة دولتنا اكبر من مساحة دولة الكويت,nile
,متصدقش الكلام قبل متشوف بنفسك,0,تسمع كلامه تقول ميسي تشوفه ف الملعب تلاقيه طارق حامد,nile
565.0,من يبحث عن امرأة طيبة وذكية وجميلة يبحث عن ثلاث نساء,1,لن يتوفر الطيبة والجمال والذكاء فى إمرأة واحدة لابد نمن ثلاث نساء,magreb
,كان الديكان يعيشان فى سلام حتى ظهرت دجاجة,1,ان اثنان ذكور يكونان فى سلام بينهما حتى تظهر بينهما انثى تفرق بينهما,msa
468.0,أسوء أكل بعد أكل مال اليتيم,1,مداق سيئ,magreb
37.0,هم يزعلون لازم ( تقدر ظروفهم ) انت تزعل عيب انت جدار شفيك نسيت,1,الست من حقها تزعل لكن الراجل مش من حقه,gulf
650.0,يكفينا الشرور الغير معروفه,0,قالو يا قاعدين يكفيكوا شر الجايين,nile
,النجار اللى عمل الشبابيك اللى فى الشقه عندك سبعه صنايع والحظ ضايع,1,النجار ماهر فى عمله,nile
,صاحبك الاصيل مهما انت عملت فيه مش هيزعل منك,0,صاحبك الحقيقي هو اللي تقوله يا حمار يقولك نعم,nile
,معنديش صبر والا خلق انى تداوى الأمور أنا بقيت بعديها على طول,0,مبقاش عندى خلق اكحلها أنا حاليا يعميها على طول,nile
,الذكية  هى من تتصرف وتنجح بأقل الامكانيات المتاحة,0,الشاطرة ديما تغزل برجل الحمار,nile
,و جاي علي نفسك و صاحي بدري أوي كده ليه,1,قايم من النوم متأخر جدا,nile
,مبقاش فيه اخبار غير فيفي عبده الام المثالية خريجة الازهر,1,ليه الأخبار بس عن فيفى عبده الرقاصة ,nile
